Severity	Code	Description	Project	File	Line	Suppression State	Details
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	357		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	365		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	373		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	472		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	480		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	488		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	526		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	538		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	546		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	582		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	590		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	599		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	607		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	615		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	629		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	724		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	726		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	799		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	896		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	898		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	910		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	1078		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	1102		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	1133		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	1839		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	1958		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	2179		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	2192		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	2368		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.cs	2406		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.Generics.cs	30		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.Generics.cs	75		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.Types.cs	43		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.Types.cs	87		
Message (active)	IDE0301	Collection initialization can be simplified	Codex.Emit.IL	D:\Projects\NewRepository\src\Codex.Emit.IL\ILAssemblyBuilder.Types.cs	194		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	10		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	11		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	12		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	13		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	14		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	15		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	22		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	24		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	70		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	73		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	81		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	258		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVCodeGen.cs	272		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVEncoder.cs	170		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVEncoder.cs	180		
Message (active)	IDE0300	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVEncoder.cs	181		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVEncoder.cs	192		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Emit.RiscV	D:\Projects\NewRepository\src\Codex.Emit.RiscV\RiscVEncoder.cs	210		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\PackageResolver.cs	118		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	16		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	17		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	18		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	19		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	20		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	21		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	22		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	23		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	24		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	25		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	26		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	27		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	28		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	29		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	30		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	31		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	32		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.cs	33		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	135		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	221		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	298		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	299		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	300		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	301		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	302		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	303		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	304		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Package.cs	93		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Package.cs	247		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Project.cs	136		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	93		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	237		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\CorpusEmissionTests.cs	74		
Message (active)	IDE0305	Collection initialization can be simplified	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\CorpusEmissionTests.cs	110		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\ILEmitterIntegrationTests.cs	491		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\ILEmitterRecordTests.cs	53		
Message (active)	IDE0028	Collection initialization can be simplified	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\ILEmitterRecordTests.cs	150		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.Repository.Tests	D:\Projects\NewRepository\tests\Codex.Repository.Tests\ViewTests.cs	18		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.Repository.Tests	D:\Projects\NewRepository\tests\Codex.Repository.Tests\ViewTests.cs	310		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.Repository.Tests	D:\Projects\NewRepository\tests\Codex.Repository.Tests\ViewTests.cs	431		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\Program.cs	11		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	361		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.Repository.Tests	D:\Projects\NewRepository\tests\Codex.Repository.Tests\CollaborationTests.cs	283		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\SdiffExeTests.cs	10		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Types	D:\Projects\NewRepository\src\Codex.Types\TypeChecker.Substitution.cs	246		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Types	D:\Projects\NewRepository\src\Codex.Types\TypeChecker.Resolution.cs	151		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\PackageResolver.cs	71		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Types	D:\Projects\NewRepository\src\Codex.Types\TypeChecker.Resolution.cs	126		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	182		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	355		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	221		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	306		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	443		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax	D:\Projects\NewRepository\src\Codex.Syntax\Parser.Expressions.cs	407		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\LexerTests.cs	17		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	563		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	349		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	427		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	317		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	514		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	596		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	484		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	387		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.IR	D:\Projects\NewRepository\src\Codex.IR\Lowering.cs	156		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\Program.cs	103		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\Program.cs	155		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	160		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\Program.cs	85		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	113		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	42		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	220		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Mcp	D:\Projects\NewRepository\tools\Codex.Mcp\ToolDispatcher.cs	59		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Build.cs	287		
Message (active)	CA1859	Using concrete types avoids virtual or interface call overhead and enables inlining.	Codex.Proofs	D:\Projects\NewRepository\src\Codex.Proofs\ProofChecker.cs	423		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\PeekExeTests.cs	10		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\FstatExeTests.cs	10		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.Repository.Tests	D:\Projects\NewRepository\tests\Codex.Repository.Tests\CollaborationTests.cs	94		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\CodexAgentSessionTests.cs	10		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\CodexAgentHandoffTests.cs	19		
Message (active)	CA1816	A method that is an implementation of Dispose does not call GC.SuppressFinalize; or a method that is not an implementation of Dispose calls GC.SuppressFinalize; or a method calls GC.SuppressFinalize and passes something other than this (Me in Visual Basic).	Codex.AgentToolkit.Tests	D:\Projects\NewRepository\tests\Codex.AgentToolkit.Tests\CodexAgentExeTests.cs	10		
Message (active)	CA1869	Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead. Single use 'JsonSerializerOptions' instances can substantially degrade the performance of your application.	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	48		
Message (active)	CA1869	Avoid creating a new 'JsonSerializerOptions' instance for every serialization operation. Cache and reuse instances instead. Single use 'JsonSerializerOptions' instances can substantially degrade the performance of your application.	Codex.Cli	D:\Projects\NewRepository\tools\Codex.Cli\Program.Incremental.cs	56		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Ast.Tests	D:\Projects\NewRepository\tests\Codex.Ast.Tests\DesugarerTests.cs	10		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\LexerTests.cs	9		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\LexerTests.cs	17		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\ParserTests.cs	9		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\ParserTests.cs	19		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\ProseParserTests.cs	9		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Syntax.Tests	D:\Projects\NewRepository\tests\Codex.Syntax.Tests\ProseParserTests.cs	17		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Semantics.Tests	D:\Projects\NewRepository\tests\Codex.Semantics.Tests\NameResolverTests.cs	11		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\Analyzer.cs	10		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\Analyzer.cs	19		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\CompletionHandler.cs	9		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\DefinitionHandler.cs	10		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\DocumentStore.cs	5		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\DocumentStore.cs	41		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\DocumentSymbolHandler.cs	10		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\HoverHandler.cs	10		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\LspHelpers.cs	5		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\Program.cs	7		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\SemanticTokensHandler.cs	8		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Lsp	D:\Projects\NewRepository\src\Codex.Lsp\TextDocumentSyncHandler.cs	12		
Message (active)	IDE0040	Accessibility modifiers unnecessary	Codex.Types.Tests	D:\Projects\NewRepository\tests\Codex.Types.Tests\TypeCheckerTests.cs	11		
Message (active)	IDE0090	'new' expression can be simplified	Codex.Core.Tests	D:\Projects\NewRepository\tests\Codex.Core.Tests\CoreTests.cs	72		
Message (active)	IDE0090	'new' expression can be simplified	Codex.Core.Tests	D:\Projects\NewRepository\tests\Codex.Core.Tests\CoreTests.cs	85		
Message (active)	IDE0090	'new' expression can be simplified	Codex.Core.Tests	D:\Projects\NewRepository\tests\Codex.Core.Tests\CoreTests.cs	93		
Message (active)	IDE0090	'new' expression can be simplified	Codex.Ast	D:\Projects\NewRepository\src\Codex.Ast\Desugarer.cs	39		
Message (active)	IDE0090	'new' expression can be simplified	Codex.Ast	D:\Projects\NewRepository\src\Codex.Ast\Desugarer.cs	261		
